x;y;z;a
-9.091;5.003;11.537;15.517
-0.778;5.731;11.843;13.180
-1.314;-4.458;10.062;11.084
-6.658;-6.622;2.994;9.856
-7.328;-5.780;2.649;9.702
-6.984;-6.756;3.760;10.419
-6.945;-6.086;3.588;9.907
-6.869;-6.316;3.665;10.025
-6.850;-6.201;3.722;9.961
-6.869;-6.220;3.703;9.979
-6.869;-6.316;3.626;10.011
-6.888;-6.201;3.626;9.952
-6.869;-6.297;3.626;9.999
-6.888;-6.239;3.645;9.983
-6.888;-6.239;3.626;9.976
-6.888;-6.258;3.607;9.981
-6.869;-6.239;3.645;9.970
-6.869;-6.258;3.626;9.975
-6.888;-6.239;3.645;9.983
-6.869;-6.258;3.626;9.975
-6.869;-6.239;3.703;9.991
