x;y;z;a
-5.068;-15.836;-0.606;16.638
-3.019;-11.066;-0.491;11.481
-1.218;-9.495;-0.165;9.574
0.505;-8.997;2.094;9.251
0.008;-9.323;3.684;10.024
-0.299;-10.855;1.749;10.999
-2.195;-11.794;5.369;13.143
1.233;-5.741;7.649;9.643
0.332;-0.570;8.281;8.307
-0.318;0.368;9.698;9.710
-0.107;0.617;9.775;9.795
-0.184;0.291;10.043;10.049
-0.222;0.732;9.564;9.595
-0.318;0.885;9.698;9.744
-0.337;1.000;9.717;9.774
-0.356;0.904;9.698;9.747
-0.184;0.904;9.737;9.781
-0.184;1.038;9.756;9.813
-0.126;1.096;9.602;9.665
-0.203;1.038;9.717;9.774
-0.184;0.943;9.698;9.746
-0.567;1.230;9.507;9.603
-0.835;1.249;9.449;9.568
-0.873;-1.853;9.756;9.969
0.984;-1.834;7.438;7.724
