x;y;z;a
6.557;-7.523;0.753;10.007
6.596;-7.503;0.964;10.036
6.653;-7.580;1.098;10.145
6.768;-7.503;1.079;10.162
6.538;-7.503;0.887;9.991
6.768;-7.408;0.983;10.082
6.347;-8.059;0.849;10.293
6.768;-7.312;1.443;10.067
6.462;-7.599;1.481;10.084
6.404;-7.618;1.481;10.061
6.653;-7.561;1.347;10.161
6.481;-7.484;1.596;10.028
6.404;-7.657;1.711;10.127
6.423;-7.752;1.634;10.199
6.557;-7.503;1.807;10.127
6.270;-7.561;1.922;10.008
6.251;-7.503;2.094;9.987
6.136;-8.634;1.500;10.698
4.297;-7.369;2.764;8.967
2.018;-5.262;1.347;5.794
0.294;-2.293;-0.204;2.321
23.739;-22.042;-22.652;39.528
-4.245;-7.752;-29.989;31.264
-3.747;0.579;-3.345;5.056
-1.199;6.402;-3.172;7.245
-3.287;-22.846;10.120;25.202
-8.420;-5.645;0.351;10.143
-7.520;-6.450;0.293;9.912
-6.371;-5.722;5.120;9.977
-6.428;-5.914;4.871;10.001
-6.409;-5.914;5.005;10.055
-6.428;-5.856;4.871;9.967
-6.409;-5.894;4.910;9.996
-6.447;-5.875;4.929;10.019
-6.447;-5.914;4.910;10.032
-6.447;-5.894;4.929;10.030
-6.428;-5.894;4.929;10.018
-6.428;-5.894;4.929;10.018
-6.428;-5.990;5.005;10.112
-6.428;-5.894;4.948;10.027
-6.428;-5.894;4.948;10.027
-6.428;-5.914;4.910;10.020
-6.428;-5.894;4.929;10.018
-6.428;-5.894;4.929;10.018
-6.428;-5.894;4.910;10.008
-6.428;-5.894;4.910;10.008
-6.409;-5.894;4.910;9.996
-6.428;-5.894;4.910;10.008
-6.428;-5.894;4.929;10.018
-6.428;-5.914;4.910;10.020
-6.428;-5.894;4.929;10.018
-6.447;-5.914;4.910;10.032
-6.428;-5.894;4.910;10.008
-6.428;-5.875;4.910;9.997
-6.428;-5.875;4.910;9.997
-6.543;-5.971;4.584;9.974
-6.620;-6.316;4.278;10.100
-6.466;-5.875;4.795;9.966
-6.447;-5.914;5.025;10.089
