x;y;z;a
0.008;2.188;9.430;9.681
0.046;2.149;9.468;9.709
-0.931;3.337;11.460;11.972
-2.942;0.732;10.369;10.803
-5.662;-5.952;4.373;9.306
-7.597;-1.968;3.780;8.711
-8.631;-1.297;6.040;10.614
-9.014;-0.015;5.791;10.714
-9.397;-0.723;4.335;10.374
-8.688;-1.432;5.159;10.206
-8.554;-1.048;4.737;9.834
-8.554;-0.589;5.063;9.958
-8.439;-0.398;4.622;9.630
-8.458;-1.527;4.929;9.908
-8.286;-1.853;5.503;10.118
-8.688;-2.772;4.737;10.277
-8.248;-3.002;5.599;10.411
-8.305;-2.485;4.450;9.745
-8.420;-3.155;3.799;9.762
-8.497;-3.136;4.048;9.921
-8.497;-3.098;3.799;9.810
-8.573;-3.232;3.952;9.978
-8.593;-3.002;3.856;9.886
-8.535;-3.117;3.894;9.886
-8.554;-3.098;3.875;9.889
-8.554;-3.175;3.875;9.913
-8.401;-3.385;3.894;9.859
-8.286;-4.362;3.377;9.955
-8.190;-4.803;1.922;9.687
-6.102;-6.756;1.749;9.270
-6.792;-6.967;3.167;10.232
-7.175;-3.615;5.484;9.728
-8.190;3.528;6.710;11.160
-7.328;3.835;4.527;9.429
-5.892;4.180;4.584;8.556
-4.264;5.406;8.798;11.172
-4.225;5.808;6.729;9.842
-4.608;5.176;6.442;9.462
-4.723;5.003;6.499;9.465
-4.896;4.793;6.576;9.497
-4.915;4.946;6.902;9.811
-4.762;1.096;9.545;10.723
-4.053;-8.557;1.653;9.612
-7.558;-5.339;2.554;9.600
-7.156;-5.856;4.143;10.133
-7.597;-4.630;3.052;9.406
-7.865;-4.707;3.186;9.704
-7.922;-5.301;3.013;9.997
-7.175;-4.094;5.254;9.790
-8.439;-3.864;3.550;9.938
-8.612;0.904;1.864;8.858
-6.869;-0.646;7.074;9.882
-8.114;-0.665;5.618;9.892
-5.202;-4.879;9.487;11.869
-6.313;-4.898;6.787;10.484
-7.597;-1.815;5.446;9.522
-7.922;-2.772;5.082;9.812
-7.941;-3.251;4.986;9.924
-5.853;-8.768;5.254;11.779
-6.945;-4.228;5.867;10.027
-7.673;-0.455;6.078;9.799
-6.658;-5.396;4.412;9.639
-7.769;-0.685;7.993;11.168
-7.213;-0.512;6.634;9.813
-7.328;-0.838;5.695;9.319
-9.148;2.992;1.787;9.790
-8.573;2.609;2.228;9.234
-8.612;3.452;2.151;9.525
-6.869;4.295;1.232;8.195
-8.554;1.038;3.282;9.221
-6.754;3.682;5.408;9.404
-6.888;3.548;6.825;10.326
-7.118;4.639;5.388;10.061
-7.041;3.394;5.657;9.649
-6.888;3.988;5.925;9.923
-6.945;3.816;6.135;10.022
-7.022;1.805;7.074;10.130
-7.233;-1.336;6.059;9.530
-6.409;-8.806;-0.587;10.907
-6.122;-7.676;-0.721;9.845
-5.509;-8.825;-0.357;10.409
-6.102;-7.618;0.179;9.762
-6.830;-5.914;2.515;9.378
-7.328;-0.474;4.890;8.823
-9.071;6.153;5.197;12.131
-7.692;2.686;2.688;8.580
-8.439;6.057;1.232;10.461
-8.363;5.501;1.309;10.096
-8.229;3.356;2.075;9.126
-8.324;4.716;3.358;10.140
-7.118;-4.151;5.350;9.825
-5.470;-12.005;2.132;13.364
-6.122;-5.473;4.507;9.367
-7.501;-5.990;4.354;10.541
-4.149;-3.902;2.975;6.426
-4.953;-8.576;1.232;9.980
-7.194;-3.922;5.810;10.045
-7.328;-3.060;6.595;10.323
-7.616;-0.493;5.695;9.523
-8.324;2.303;3.837;9.451
-7.616;0.617;5.369;9.339
-7.865;3.394;4.469;9.662
-7.865;2.015;4.814;9.439
-7.788;2.475;5.331;9.757
-7.826;2.264;4.929;9.522
-7.865;2.456;5.005;9.641
-7.826;2.801;4.929;9.664
