x;y;z;a
-4.896;-5.435;-2.215;7.643
-7.750;-12.254;-4.169;15.087
-10.872;-12.062;8.051;18.125
-6.850;-5.339;6.193;10.667
-10.336;-10.415;5.465;15.658
-6.754;-5.435;4.143;9.608
-6.984;-6.009;4.009;10.048
-6.964;-5.952;3.933;9.970
-6.926;-5.856;3.894;9.871
-6.945;-5.933;3.933;9.945
-6.984;-5.894;3.933;9.949
-6.964;-5.837;3.914;9.894
-6.964;-5.933;3.894;9.943
-6.984;-5.914;3.914;9.954
-6.964;-5.875;3.933;9.924
-6.964;-5.875;3.894;9.909
-6.964;-5.914;3.914;9.940
-6.964;-5.894;3.894;9.920
-6.984;-5.875;3.914;9.930
-6.984;-5.894;3.914;9.942
-6.964;-5.914;3.914;9.940
-6.964;-5.875;3.914;9.916
-6.964;-5.894;3.933;9.935
-6.964;-5.875;3.894;9.909
-6.984;-5.875;3.894;9.923
