x;y;z;a
0.926;-0.073;3.416;3.540
15.809;-4.688;1.443;16.552
12.687;-1.432;-1.429;12.847
12.438;-2.006;-1.736;12.717
12.131;0.330;0.504;12.146
9.258;-0.417;0.677;9.292
9.737;-1.527;0.849;9.892
11.116;-2.140;-0.032;11.320
9.546;1.077;-0.931;9.651
9.680;-0.627;-0.032;9.700
10.695;-2.466;-1.027;11.023
11.135;-1.623;-0.836;11.283
7.228;0.234;1.213;7.333
8.358;0.425;0.198;8.371
10.024;-1.815;0.274;10.190
10.427;-4.151;0.025;11.223
9.852;-2.964;-0.376;10.295
8.052;-2.696;-0.089;8.491
12.763;-2.926;-0.357;13.099
9.143;-2.523;1.443;9.594
7.419;-2.198;0.619;7.762
10.159;-2.868;1.098;10.613
9.718;-2.236;0.964;10.018
10.637;-1.029;-0.931;10.727
8.071;-1.776;0.274;8.268
10.676;-1.546;0.504;10.799
7.400;-0.972;1.366;7.587
9.469;-3.079;0.351;9.963
11.672;-2.255;-0.663;11.906
11.193;-2.217;-2.023;11.588
9.411;-1.987;-1.927;9.809
14.315;-2.121;-1.046;14.509
10.829;-0.149;0.638;10.848
6.653;-1.930;1.328;7.053
13.319;-2.638;-0.376;13.583
10.561;-2.064;-1.046;10.811
9.756;-2.677;-1.027;10.168
11.595;-1.738;-0.606;11.740
8.435;-1.930;0.926;8.702
9.431;-2.791;1.117;9.898
11.404;-3.404;0.830;11.930
7.822;-2.428;-0.089;8.190
11.576;-2.293;-0.740;11.824
9.603;-0.512;1.653;9.757
6.443;-2.255;1.768;7.051
11.614;-2.657;0.791;11.940
11.404;-2.849;-1.564;11.858
8.052;-1.872;-1.372;8.379
13.511;-2.274;-1.104;13.745
10.254;-0.646;1.213;10.345
6.538;-3.807;1.864;7.792
12.476;-8.787;-0.184;15.261
9.641;-7.542;0.351;12.245
4.508;-3.366;5.944;8.184
1.424;1.939;9.966;10.252
0.466;3.816;7.974;8.852
-1.122;3.145;8.300;8.947
-2.904;2.762;9.986;10.760
-2.214;1.843;7.208;7.762
-1.659;3.873;8.166;9.189
1.443;1.211;9.468;9.654
4.910;-3.749;5.197;8.073
10.408;-6.852;0.562;12.473
11.289;-9.381;-2.809;14.944
9.718;-6.067;0.504;11.467
10.580;-4.266;2.343;11.645
7.381;-0.953;3.645;8.287
8.435;-4.266;0.523;9.466
11.346;-5.128;-1.621;12.556
7.036;-4.094;-0.740;8.174
12.955;-2.083;-1.315;13.187
10.350;-1.566;0.064;10.468
7.592;-2.236;0.313;7.920
13.051;-3.385;-0.836;13.508
8.952;-2.179;-2.253;9.484
7.898;-2.542;-1.238;8.388
14.392;-2.811;-1.621;14.753
9.871;-0.704;0.408;9.904
6.807;-2.619;0.619;7.319
11.729;-2.830;0.236;12.068
10.733;-3.060;-0.855;11.193
6.615;-2.313;-0.548;7.029
12.591;-2.313;-0.817;12.827
10.331;-1.183;0.504;10.410
7.132;-2.581;0.849;7.632
13.281;-3.538;-0.032;13.744
10.503;-2.370;-0.817;10.798
9.162;-1.681;-1.027;9.371
13.549;-0.207;-1.659;13.651
9.335;-1.393;-0.089;9.438
8.664;-3.117;0.811;9.243
13.817;-3.385;0.025;14.225
9.354;-1.374;-1.410;9.559
8.722;-1.815;-1.295;9.002
13.300;-2.849;-1.372;13.670
9.258;-3.060;0.523;9.764
8.684;-5.301;0.619;10.193
8.626;-8.136;3.224;12.288
3.493;-3.538;5.982;7.778
0.524;1.632;8.357;8.531
0.217;3.471;8.491;9.176
-0.414;4.697;8.319;9.563
-0.126;4.735;8.491;9.723
