x;y;z;a
5.791;-2.332;0.964;6.317
7.151;-0.550;4.431;8.430
18.031;-3.922;-1.027;18.481
9.814;-3.922;-0.013;10.568
5.772;-7.197;2.285;9.504
23.528;-13.499;-3.038;27.295
-1.103;0.904;7.495;7.630
8.454;-3.826;5.139;10.607
1.424;-0.398;1.060;1.819
14.794;-4.764;3.109;15.850
7.994;-3.289;0.830;8.684
10.522;-1.125;4.048;11.330
4.872;-1.661;0.945;5.233
9.009;0.023;0.428;9.019
11.059;-2.581;2.247;11.576
5.619;-2.811;1.653;6.496
11.940;-0.991;0.044;11.981
5.063;-3.213;1.251;6.125
24.735;-2.696;-3.498;25.126
14.679;-6.373;3.013;16.284
1.922;-1.681;1.309;2.869
10.542;-1.259;0.581;10.632
6.270;-4.860;2.132;8.214
24.524;-4.726;-4.686;25.411
