x;y;z;a
39.311;-9.304;-18.860;44.582
20.291;32.317;1.615;38.193
-5.298;-10.645;8.338;14.523
-8.516;-13.173;1.079;15.723
-2.272;-7.791;-3.536;8.852
-2.444;-10.817;-4.226;11.867
-2.348;-10.741;-6.620;12.834
-4.398;-8.672;-8.248;12.750
-2.559;-2.006;-1.449;3.560
11.825;-9.821;-22.557;27.296
-12.557;-15.778;-8.248;21.787
-3.747;-5.147;-1.410;6.521
-4.149;-3.596;0.485;5.512
-2.310;-7.963;1.289;8.391
3.799;-12.024;1.730;12.728
7.036;-7.963;3.301;11.127
8.664;-5.109;1.175;10.126
7.975;-6.373;0.542;10.223
9.641;-5.033;0.734;10.900
10.101;-6.412;-0.625;11.980
9.814;-6.852;0.217;11.971
6.941;-5.167;1.232;8.740
6.883;-5.837;1.462;9.142
10.350;-5.147;1.902;11.714
9.833;-4.592;1.787;10.998
