x;y;z;a
17.763;-3.768;0.274;18.160
2.631;-0.168;0.274;2.650
18.261;-0.264;0.983;18.289
2.765;-1.910;1.673;3.754
6.098;-10.032;5.312;12.886
11.997;-2.619;0.849;12.309
14.085;-2.083;1.634;14.331
7.745;-2.274;2.305;8.394
13.357;-3.424;0.102;13.789
9.833;-1.815;0.772;10.029
6.500;-1.374;1.270;6.764
13.511;-1.317;0.179;13.576
11.346;-1.297;0.083;11.420
5.255;-2.408;0.715;5.824
14.200;-2.140;0.600;14.373
11.595;-0.589;-0.548;11.623
6.672;-1.183;0.696;6.811
11.806;-1.949;-1.602;12.072
10.484;0.215;3.090;10.932
7.649;-2.140;0.542;7.961
3.110;-1.489;1.481;3.752
17.590;-0.322;-0.184;17.594
0.198;-2.447;2.285;3.354
12.342;-1.202;-4.015;13.034
