FallDetector: svm: 17,411, theta: -59,627, dsvm: 21,250, agsvm: -11,535, adgsvm: -14,078
FallDetector: svm: 8,522, theta: -14,558, dsvm: 14,550, agsvm: -1,379, adgsvm: -2,354
FallDetector: svm: 14,385, theta: -55,663, dsvm: 13,281, agsvm: -8,897, adgsvm: -8,214
FallDetector: svm: 9,806, theta: -30,616, dsvm: 6,905, agsvm: -3,336, adgsvm: -2,349
FallDetector: svm: 17,009, theta: -63,688, dsvm: 20,086, agsvm: -12,036, adgsvm: -14,214
FallDetector: svm: 10,225, theta: -22,087, dsvm: 12,263, agsvm: -2,509, adgsvm: -3,010
FallDetector: svm: 18,908, theta: -53,829, dsvm: 17,815, agsvm: -11,309, adgsvm: -10,655
FallDetector: svm: 9,276, theta: -15,526, dsvm: 13,148, agsvm: -1,600, adgsvm: -2,268
FallDetector: svm: 9,939, theta: -18,313, dsvm: 4,571, agsvm: -2,022, adgsvm: -0,930
FallDetector: svm: 8,821, theta: -9,225, dsvm: 1,897, agsvm: -0,904, adgsvm: -0,194
FallDetector: svm: 10,403, theta: -62,875, dsvm: 8,821, agsvm: -7,268, adgsvm: -6,162
FallDetector: svm: 9,695, theta: -60,844, dsvm: 2,242, agsvm: -6,554, adgsvm: -1,515
FallDetector: svm: 9,351, theta: -69,293, dsvm: 1,502, agsvm: -7,199, adgsvm: -1,156
FallDetector: svm: 9,470, theta: -76,950, dsvm: 1,293, agsvm: -8,097, adgsvm: -1,106
FallDetector: svm: 11,406, theta: -87,149, dsvm: 3,345, agsvm: -11,045, adgsvm: -3,239
FallDetector: svm: 10,290, theta: -86,946, dsvm: 2,723, agsvm: -9,941, adgsvm: -2,631
FallDetector: svm: 9,799, theta: -85,673, dsvm: 0,562, agsvm: -9,328, adgsvm: -0,535
FallDetector: svm: 9,580, theta: -85,340, dsvm: 0,295, agsvm: -9,084, adgsvm: -0,280
FallDetector: svm: 9,612, theta: -86,043, dsvm: 0,270, agsvm: -9,190, adgsvm: -0,259
FallDetector: svm: 9,620, theta: -86,160, dsvm: 0,027, agsvm: -9,210, adgsvm: -0,026
FallDetector: svm: 9,541, theta: -86,014, dsvm: 0,137, agsvm: -9,119, adgsvm: -0,131
FallDetector: svm: 9,612, theta: -85,929, dsvm: 0,087, agsvm: -9,177, adgsvm: -0,083
FallDetector: svm: 9,687, theta: -85,848, dsvm: 0,165, agsvm: -9,241, adgsvm: -0,158
