x;y;z;a
-13.612;18.496;4.836;23.469
-1.602;-1.270;3.648;4.182
-20.526;-5.178;4.912;21.731
-7.233;-1.538;2.231;7.724
-7.884;-6.001;6.464;11.830
0.408;-3.626;6.177;7.174
-6.122;-8.740;7.747;13.186
-3.690;-11.116;4.568;12.572
-0.242;-10.752;0.105;10.755
-1.908;-9.641;0.162;9.829
-4.418;-9.219;1.369;10.314
-3.651;-13.701;5.602;15.246
-3.192;-6.959;4.472;8.866
-5.165;-6.691;5.047;9.845
-3.881;-8.242;5.142;10.461
-2.732;-9.353;4.376;10.681
-2.291;-8.913;3.706;9.921
-2.713;-9.066;4.453;10.458
-3.766;-9.258;4.778;11.078
-1.621;-3.837;7.192;8.311
-4.379;-1.577;8.590;9.770
-3.460;-4.718;8.992;10.728
-3.134;-4.795;7.805;9.681
-3.307;-6.059;6.905;9.763
-3.900;-7.246;5.736;10.031
