x;y;z;a
-16.082;-13.326;8.989;22.738
-5.662;-2.083;-7.080;9.302
-5.317;-6.431;5.408;9.944
-3.191;-4.113;5.159;7.329
-7.041;-9.170;6.844;13.435
-5.068;-5.473;5.599;9.327
-5.087;-6.163;5.886;9.925
-5.183;-6.201;5.867;9.987
-5.145;-6.201;5.925;10.002
-5.126;-6.163;5.944;9.980
-5.126;-6.182;5.944;9.991
-5.126;-6.163;5.963;9.991
-5.126;-6.182;5.963;10.003
-5.145;-6.182;5.963;10.012
-5.106;-6.143;6.001;9.991
-5.126;-6.182;5.982;10.014
-5.145;-6.163;5.982;10.012
-5.145;-6.163;5.982;10.012
-5.126;-6.163;5.963;9.991
-5.145;-6.163;5.963;10.001
-5.145;-6.182;5.963;10.012
-5.126;-6.201;6.021;10.049
-5.126;-6.201;5.944;10.003
-5.126;-6.182;5.963;10.003
