x;y;z;a
1.060;-1.275;0.576;1.755
0.562;-0.796;-0.936;1.351
0.218;1.866;-5.552;5.861
-0.146;-0.280;-9.901;9.906
-0.166;-0.299;-9.843;9.849
-0.166;-0.280;-9.843;9.848
-0.185;-0.299;-9.843;9.849
-0.185;-0.280;-9.843;9.849
-0.185;-0.299;-9.862;9.868
-0.185;-0.299;-9.824;9.830
-0.185;-0.299;-9.824;9.830
-0.185;-0.299;-9.843;9.849
-0.185;-0.299;-9.843;9.849
-0.204;-0.280;-9.862;9.868
-0.204;-0.299;-9.862;9.869
-0.185;-0.280;-9.843;9.849
-0.204;-0.299;-9.843;9.850
-0.204;-0.299;-9.862;9.869
-0.223;-0.299;-9.843;9.850
-0.204;-0.280;-9.843;9.849
-0.185;-0.299;-9.843;9.849
-0.204;-0.299;-9.843;9.850
-0.204;-0.299;-9.843;9.850
-0.204;-0.299;-9.843;9.850
-0.204;-0.280;-9.843;9.849
