x;y;z;a
1.501;-24.244;-8.727;25.810
1.137;-3.519;-2.943;4.726
-11.063;-5.167;-16.676;20.668
-2.425;-3.519;-10.126;10.991
0.907;-8.116;-6.084;10.183
1.405;-3.462;-2.100;4.286
-0.854;-6.852;-7.176;9.958
-0.912;-6.412;-7.597;9.983
-0.931;-6.699;-7.157;9.847
-0.931;-6.699;-7.176;9.861
-0.912;-6.699;-7.176;9.859
-0.931;-6.699;-7.176;9.861
-0.931;-6.699;-7.157;9.847
-0.912;-6.699;-7.176;9.859
-0.912;-6.680;-7.176;9.846
-0.912;-6.699;-7.157;9.845
-0.912;-6.680;-7.157;9.832
-0.931;-6.699;-7.176;9.861
-0.931;-6.699;-7.176;9.861
-0.931;-6.699;-7.176;9.861
-0.931;-6.699;-7.176;9.861
-0.931;-6.699;-7.176;9.861
-0.912;-6.699;-7.176;9.859
-0.893;-6.699;-7.157;9.843
-0.912;-6.699;-7.157;9.845
