x;y;z;a
-10.145;-1.481;0.411;10.261
-10.145;-1.481;0.411;10.261
-10.145;-1.481;0.411;10.261
-10.145;-1.481;0.411;10.261
-10.145;-1.481;0.411;10.261
-10.145;-1.481;0.411;10.261
-10.145;-1.481;0.411;10.261
-9.513;-5.542;1.197;11.074
-5.279;-0.830;5.985;8.024
-2.885;4.073;8.533;9.886
-0.817;2.062;8.801;9.076
-0.491;3.900;9.318;10.113
0.083;3.556;9.375;10.027
-1.046;3.556;9.088;9.815
1.922;0.663;10.448;10.644
0.542;1.813;8.590;8.796
0.236;2.234;9.816;10.070
0.274;2.713;9.356;9.745
0.677;3.134;10.410;10.893
-0.338;2.655;8.839;9.235
-0.223;2.924;8.839;9.313
-0.013;3.134;9.184;9.704
0.370;3.536;9.050;9.723
0.179;2.119;8.667;8.924
2.803;-2.515;12.402;12.961
