x;y;z;a
-2.176;2.954;8.932;9.656
-2.061;3.241;8.051;8.920
-0.241;2.647;6.270;6.810
3.723;-2.926;8.970;10.143
9.680;-5.282;4.776;12.017
10.542;-5.186;2.171;11.947
11.404;-4.132;1.443;12.215
10.235;-3.730;-0.319;10.898
10.159;-2.964;-0.817;10.614
8.971;-2.753;-0.013;9.384
10.618;-2.906;0.619;11.026
8.799;-4.037;2.649;10.036
8.664;-3.136;1.807;9.389
8.971;-3.922;0.964;9.838
10.848;-3.634;0.485;11.450
9.890;-4.324;1.309;10.873
11.748;-2.657;-0.261;12.047
8.741;-1.068;0.408;8.815
11.059;-3.692;-1.238;11.724
10.791;-3.500;-0.951;11.384
9.833;-2.159;0.753;10.095
9.162;-2.025;-0.261;9.386
9.488;-2.064;-4.188;10.574
21.536;-5.052;-12.424;25.370
30.845;-9.821;-16.274;36.231
6.768;5.635;6.863;11.165
-1.754;-7.982;6.748;10.598
5.753;-15.127;-3.479;16.553
-1.237;-15.299;-5.528;16.314
-6.141;-6.833;-1.334;9.283
1.443;-2.485;-2.100;3.559
0.562;2.398;1.289;2.780
-16.657;-21.793;5.312;27.939
-3.842;-6.718;0.677;7.769
-3.440;-6.143;4.297;8.248
-1.352;-6.641;9.698;11.831
-2.118;-0.761;9.966;10.217
-1.448;1.919;8.702;9.028
-2.310;2.801;9.066;9.766
-2.367;2.054;10.120;10.594
-1.333;1.651;9.353;9.591
-2.252;2.226;8.434;9.009
-1.850;2.954;9.181;9.821
-2.387;3.165;9.545;10.336
-1.391;1.843;9.047;9.337
-1.946;0.828;9.238;9.477
-1.678;1.613;9.162;9.453
-2.444;1.996;9.353;9.871
-1.927;2.398;9.047;9.556
-1.716;1.881;9.411;9.749
-1.697;1.824;9.392;9.717
-1.889;2.054;8.760;9.194
-1.735;1.766;9.564;9.879
-1.410;2.168;9.334;9.686
-1.889;2.073;9.162;9.582
-2.061;2.264;9.526;10.006
