x;y;z;a
11.020;-1.987;-5.299;12.388
9.431;0.866;-6.888;11.710
31.477;-0.876;-6.984;32.254
32.818;-3.960;-17.289;37.304
3.397;4.429;7.151;9.072
9.814;-21.754;9.028;25.516
18.912;-18.460;-7.770;27.546
-9.320;-13.345;-5.394;17.148
0.428;3.299;-1.410;3.613
-6.792;3.337;2.994;8.139
-1.563;-0.799;-4.360;4.700
-14.243;-12.943;-16.389;25.278
-3.842;-3.979;-4.111;6.892
-3.612;-5.837;-2.962;7.476
-0.701;-7.848;2.630;8.306
2.707;-10.262;3.243;11.097
3.474;-6.833;4.354;8.815
7.266;-5.205;4.603;10.053
9.431;-3.309;3.071;10.455
10.810;-3.998;-0.184;11.527
9.526;-2.313;0.562;9.819
12.036;-4.381;1.922;12.952
9.584;-1.776;2.056;9.961
7.592;-2.906;5.867;10.025
8.511;-2.428;3.818;9.639
