x;y;z;a
0.907;7.053;11.250;13.309
-11.025;-6.373;13.682;18.691
-8.286;-7.484;3.435;11.682
-8.171;-8.902;2.439;12.327
-6.505;-5.665;2.688;9.035
-7.999;-10.013;3.780;13.362
-4.915;-3.289;0.408;5.928
-4.206;-5.875;1.577;7.396
-33.915;-11.066;2.975;35.799
-5.643;-5.435;1.902;8.062
-1.946;-3.845;0.332;4.322
-6.371;-9.132;2.094;11.330
-3.574;-6.009;-8.823;11.257
2.650;-4.190;-4.916;6.982
18.261;-6.163;-4.015;19.686
9.718;-0.857;-1.564;9.880
9.756;-0.187;-7.616;12.378
33.910;-4.841;-10.585;35.852
39.311;5.176;-23.763;46.226
-2.521;7.513;11.767;14.187
-6.294;-6.124;7.859;11.785
-6.869;-8.691;4.584;11.989
-4.570;-10.453;2.630;11.708
-4.091;-11.162;1.730;12.013
-4.723;-6.680;1.347;8.291
