x;y;z;a
-7.674;-8.242;-16.080;19.631
-7.884;-3.875;-3.898;9.611
-6.984;-8.357;3.648;11.486
-9.934;-2.113;1.082;10.214
-10.087;-3.550;0.411;10.701
-7.176;-1.787;0.737;7.432
-8.708;-5.408;3.763;10.919
-7.291;-6.576;4.070;10.628
-7.195;-6.557;0.181;9.736
-7.214;-7.630;1.350;10.587
-8.306;-8.645;0.948;12.026
-8.497;-3.952;1.541;9.497
-9.187;-6.404;1.656;11.320
-8.536;-6.250;-2.250;10.816
-5.912;-6.346;-2.844;9.127
-6.007;-6.519;-3.802;9.645
-6.582;-7.074;-3.342;10.224
-6.774;-6.844;-2.959;10.074
-6.869;-6.902;-2.461;10.044
-6.869;-6.327;-2.921;9.785
-6.850;-6.365;-3.591;10.016
-7.023;-5.982;-3.514;9.872
-6.831;-6.078;-3.706;9.866
-7.003;-6.155;-3.821;10.076
-6.888;-6.289;-3.687;10.029
