x;y;z;a
6.979;-1.585;-2.981;7.752
4.853;7.283;-5.931;10.572
5.466;4.161;-7.099;9.878
4.106;4.180;-8.325;10.180
5.102;4.601;-7.176;9.934
4.585;4.390;-7.597;9.900
4.546;4.237;-7.923;10.069
4.565;4.295;-7.731;9.953
4.604;4.352;-7.693;9.966
4.585;4.295;-7.827;10.036
4.604;4.333;-7.674;9.943
4.585;4.295;-7.674;9.918
4.565;4.314;-7.693;9.931
4.546;4.256;-7.942;10.092
4.565;4.295;-7.674;9.908
4.565;4.295;-7.674;9.908
4.565;4.295;-7.712;9.938
4.757;4.486;-7.425;9.894
4.546;4.314;-7.655;9.893
4.546;4.295;-7.731;9.944
4.508;4.237;-7.693;9.872
4.546;4.295;-7.712;9.929
4.527;4.295;-7.731;9.935
4.527;4.199;-7.750;9.909
4.546;4.295;-7.750;9.959
