x;y;z;a
1.902;-7.553;3.802;8.667
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-2.751;-2.975;-9.720;10.531
-1.717;-2.975;-22.439;22.700
-4.686;-11.020;-7.786;14.283
-1.180;-13.874;5.851;15.103
0.523;-10.330;3.763;11.006
0.753;-5.523;-0.029;5.574
-1.046;-1.807;-14.739;14.886
-7.578;-1.175;-15.773;17.538
-4.207;5.777;-21.500;22.657
-0.184;-2.860;-12.747;13.065
-5.624;-11.671;0.009;12.955
0.753;-7.553;7.288;10.523
-3.824;-4.373;-7.364;9.379
-2.100;-10.407;-3.917;11.316
