x;y;z;a
-5.562;2.659;-4.183;7.450
0.405;-2.781;-11.433;11.773
-1.463;-0.894;-9.326;9.482
-1.635;-1.018;-8.904;9.110
-1.549;-0.971;-8.876;9.062
-1.587;-0.884;-8.857;9.041
-1.530;-0.961;-9.039;9.217
-1.587;-0.961;-9.000;9.190
-1.549;-0.980;-8.962;9.147
-1.568;-0.990;-8.857;9.049
-1.549;-0.980;-9.000;9.185
-1.578;-0.971;-8.885;9.076
