x;y;z;a
15.541;-18.747;3.186;24.558
-8.707;-2.274;-2.311;9.291
-5.432;-4.477;12.839;14.642
-7.175;-8.921;-0.261;11.451
-1.467;-0.627;11.039;11.154
-4.379;-5.396;5.829;9.070
-3.996;-5.071;8.185;10.425
-4.743;-5.971;6.883;10.273
-4.953;-6.258;6.193;10.102
-4.743;-6.086;6.634;10.176
-4.915;-6.316;5.906;9.946
-5.298;-6.929;5.637;10.385
-5.221;-6.871;5.657;10.319
-5.106;-6.565;5.599;10.026
-5.164;-6.680;5.599;10.131
-5.126;-6.603;5.561;10.040
-5.260;-6.718;5.523;10.164
-5.126;-6.603;5.561;10.040
-5.202;-6.680;5.542;10.119
-5.183;-6.661;5.542;10.097
-5.221;-6.680;5.542;10.129
-5.145;-6.641;5.561;10.075
-5.221;-6.680;5.561;10.139
