x;y;z;a
-2.329;5.329;7.591;9.563
-2.252;5.233;7.572;9.476
-2.367;5.214;7.840;9.709
2.669;8.911;9.449;13.260
-39.125;-39.664;-20.814;59.475
35.940;38.772;14.736;54.883
-13.592;-8.595;-34.586;38.142
-1.850;-0.895;12.265;12.436
-2.597;0.272;-8.287;8.689
-39.125;-31.887;-19.396;54.072
39.101;-39.664;31.745;64.108
-7.788;1.038;-26.081;27.239
38.679;26.992;30.500;56.168
-0.950;-4.324;-29.605;29.934
-11.542;-10.932;12.073;19.962
-4.379;6.727;-14.876;16.903
-36.730;-37.748;-21.292;56.810
39.311;6.517;-19.741;44.469
-7.118;-1.144;-19.530;20.818
33.412;-0.895;23.049;40.600
-9.225;-6.431;-22.365;25.033
3.933;-3.634;5.714;7.831
39.311;16.783;-2.330;42.807
0.677;0.923;-9.493;9.562
5.523;-39.376;22.436;45.654
-7.443;38.772;-23.706;46.051
6.500;-10.645;14.774;19.335
28.087;-4.458;-6.295;29.127
-2.999;11.190;-3.594;12.130
36.400;-39.664;17.532;56.617
-11.025;38.715;-17.979;44.087
4.604;-23.880;14.085;28.104
3.378;21.782;-14.991;26.657
4.336;3.356;-2.349;5.965
27.972;-0.053;-5.931;28.594
1.635;-9.208;6.691;11.499
22.321;-18.919;-5.050;29.692
-2.559;1.536;7.361;7.943
1.328;4.869;8.434;9.829
-0.873;4.390;8.357;9.480
-1.199;4.582;7.764;9.095
0.620;5.635;8.300;10.051
-0.471;5.444;6.883;8.788
-0.433;5.980;7.438;9.554
