x;y;z;a
-10.509;-3.645;0.967;11.165
-11.313;-5.369;0.469;12.531
-6.582;-10.541;2.825;12.744
-1.295;-6.806;1.426;7.073
4.890;-3.780;3.016;6.877
7.361;-4.641;2.997;9.204
7.898;-4.603;1.675;9.294
8.511;-5.523;2.461;10.440
9.238;-3.339;3.323;10.370
8.108;0.089;1.426;8.233
2.745;-4.986;2.307;6.141
-6.141;-5.293;0.622;8.131
-13.478;-13.146;-8.207;20.538
-9.244;-3.588;-1.695;10.060
-9.072;-2.094;-2.461;9.630
-11.620;-2.075;-2.806;12.133
-7.865;-1.098;-0.277;7.946
-10.796;-1.941;0.526;10.982
-14.531;-3.205;0.258;14.882
-10.183;-3.473;-1.848;10.916
-7.942;-3.588;-2.078;8.959
-6.333;-6.327;4.721;10.120
-11.945;-4.986;12.287;17.847
-4.935;-0.523;3.763;6.228
-6.812;-4.584;3.323;8.858
