x;y;z;a
-2.94;0.989;0.086;3.103
10.505;-5.407;1.713;11.938
8.801;-3.607;1.54;9.635
8.226;-3.568;1.1;9.033
10.122;-7.265;2.0;12.619
8.034;-0.906;1.866;8.297
6.751;1.717;1.904;7.221
3.897;3.096;9.125;10.394
11.31;-1.097;10.294;15.332
1.733;8.977;6.463;11.196
2.02;7.329;6.865;10.243
2.958;9.072;4.892;10.723
4.855;9.111;4.375;11.212
8.226;-0.293;1.521;8.37
2.882;-2.955;6.865;8.01
5.947;-6.231;10.734;13.763
5.257;-3.185;7.076;9.373
4.165;3.977;1.962;6.083
0.871;-1.327;15.504;15.585
3.342;6.851;6.75;10.181
2.441;9.839;5.869;11.713
2.709;-7.476;7.306;10.798
2.135;-0.35;5.333;5.755
-2.25;-0.16;1.042;2.485
-22.975;-19.294;23.721;38.247
