x;y;z;a
-0.258;-9.487;1.962;9.691
-0.144;-6.882;1.674;7.084
0.01;-8.165;3.341;8.822
1.637;-7.801;3.935;8.889
1.637;-7.801;3.935;8.889
-0.642;-8.644;3.245;9.255
-0.048;-10.292;3.494;10.869
0.526;-8.204;3.954;9.122
0.717;-9.085;3.667;9.823
0.468;-8.759;4.011;9.645
0.564;-9.181;3.973;10.02
0.43;-8.989;3.705;9.732
0.335;-9.468;3.858;10.229
0.316;-9.41;3.743;10.132
0.737;-9.2;4.03;10.071
0.928;-8.797;4.05;9.729
0.411;-8.453;3.916;9.325
0.449;-8.989;4.241;9.949
0.507;-9.219;4.088;10.098
0.526;-9.027;4.165;9.956
0.66;-8.893;4.394;9.941
0.66;-8.893;4.394;9.941
0.66;-8.893;4.394;9.941
0.66;-8.893;4.394;9.941
0.717;-8.874;4.318;9.895
