x;y;z;a
-3.61;-7.936;-1.926;8.929
-4.377;-7.533;-5.871;10.506
-13.59;-8.625;2.958;16.366
-8.15;-5.216;0.334;9.682
-8.916;-5.158;-4.243;11.141
-6.733;-12.073;-5.622;14.923
-6.484;-5.196;-3.4;8.978
-4.434;-8.242;-1.313;9.451
-5.756;-8.319;-1.025;10.168
-5.258;-8.893;-7.729;12.903
-7.939;-6.882;-1.964;10.689
-5.737;-3.032;1.579;6.679
-9.203;-13.433;5.984;17.348
-8.016;-6.94;-0.163;10.604
-4.875;-7.399;-1.408;8.972
4.816;-5.809;3.724;8.415
-9.376;0.032;11.481;14.823
-4.549;-3.3;2.192;6.033
0.89;-4.315;2.0;4.839
-7.48;-9.008;0.334;11.714
-8.935;-7.572;-0.451;11.721
-7.403;-5.311;0.181;9.113
-4.741;-12.973;-1.811;13.931
-0.335;-8.376;-1.811;8.576
-10.429;-19.064;-18.877;28.785
