x;y;z;a
12.018;-6.173;13.55;19.135
0.852;-6.69;-1.542;6.918
-0.393;1.372;4.95;5.152
2.595;4.399;10.179;11.388
3.878;3.499;9.413;10.765
2.997;2.139;11.098;11.693
0.335;2.598;10.524;10.845
3.935;-0.504;6.98;8.028
3.744;-1.806;5.946;7.255
5.832;-6.633;3.092;9.358
11.501;-7.533;9.758;16.859
4.031;0.836;13.55;14.161
-3.61;2.637;11.52;12.357
1.158;-0.714;1.215;1.824
10.41;-1.691;6.214;12.241
8.915;-10.962;5.314;15.096
6.732;-5.599;3.226;9.331
7.134;-7.533;1.732;10.518
6.789;-9.544;1.196;11.773
3.38;-9.41;3.36;10.548
3.361;-9.679;5.141;11.463
10.659;-7.514;2.536;13.285
5.123;-2.802;5.371;7.933
7.805;-8.165;2.153;11.499
8.571;-6.537;5.639;12.165
