x;y;z;a
-6.658;21.456;8.356;23.969
-3.785;9.15;-0.704;9.927
-3.967;2.399;-6.929;8.337
-0.912;-0.762;-11.104;11.168
0.199;0.924;-9.716;9.762
0.285;0.962;-9.141;9.196
0.285;0.905;-9.476;9.524
0.209;0.933;-9.39;9.439
0.257;0.905;-9.304;9.351
0.209;0.905;-9.381;9.426
0.333;0.972;-9.524;9.579
0.314;0.991;-9.457;9.514
0.257;1.01;-9.524;9.581
0.209;0.952;-9.428;9.479
0.295;0.876;-9.505;9.55
0.209;0.876;-9.371;9.414
0.285;0.933;-9.495;9.545
0.237;0.962;-9.352;9.404
0.285;0.905;-9.467;9.514
0.247;0.914;-9.438;9.485
0.228;0.933;-9.361;9.411
0.305;0.952;-9.409;9.462
0.276;0.933;-9.323;9.374
0.314;0.962;-9.476;9.53
0.372;0.991;-9.419;9.478
