x;y;z;a
-12.567;15.193;-1.585;19.780
-20.640;-3.577;-0.014;20.948
-4.034;-15.089;9.103;18.078
-30.724;-38.198;37.852;61.934
-1.563;-0.724;2.207;2.800
0.075;-0.666;6.555;6.589
-0.988;-0.896;9.888;9.978
-1.132;-1.652;9.419;9.629
-1.142;-1.557;9.419;9.615
-1.103;-1.432;9.543;9.713
-0.998;-1.413;9.361;9.520
-1.103;-1.403;9.486;9.652
-1.161;-1.423;9.553;9.728
-1.122;-1.384;9.514;9.680
-1.094;-1.490;9.534;9.711
-1.094;-1.423;9.428;9.598
-1.142;-1.480;9.495;9.678
-1.036;-1.471;9.495;9.664
-1.113;-1.490;9.514;9.694
-1.046;-1.518;9.524;9.701
-1.103;-1.480;9.524;9.701
-1.122;-1.442;9.562;9.735
-1.170;-1.509;9.495;9.685
-1.075;-1.480;9.476;9.651
-1.094;-1.403;9.495;9.661
