x;y;z;a
0.378;2.991;-15.47;15.761
0.531;1.276;-1.114;1.776
-0.263;2.991;2.18;3.71
0.053;-7.343;4.029;8.376
-1.212;-0.074;-9.398;9.476
-0.838;-0.141;-9.274;9.313
-0.809;-0.16;-9.235;9.272
-0.838;-0.17;-9.178;9.218
-0.752;-0.179;-9.13;9.163
-0.857;-0.199;-9.12;9.163
-0.742;-0.112;-9.216;9.247
-0.761;-0.151;-9.178;9.211
-0.216;1.094;37.605;37.621
-0.455;0.06;9.842;9.852
-0.177;-0.064;10.158;10.159
-0.196;-0.017;9.842;9.844
-0.139;-0.112;9.937;9.939
-0.168;-0.122;9.784;9.786
-0.139;0.012;9.899;9.9
-0.139;-0.064;9.899;9.9
-0.043;-0.17;9.698;9.7
-0.982;0.194;10.196;10.245
-0.187;-0.103;9.89;9.892
-0.168;-0.093;9.928;9.93
-0.082;-0.026;9.851;9.852
