x;y;z;a
-4.707;-4.173;3.875;7.388
1.91;-4.355;10.273;11.32
-2.102;0.146;10.072;10.29
-2.073;-1.846;9.162;9.573
-2.61;-0.744;2.994;4.041
-1.978;-1.175;9.21;9.493
-10.405;-0.179;24.303;26.437
2.744;-0.4;1.577;3.19
-8.547;-15.062;24.283;29.826
-5.243;14.147;29.072;32.754
1.374;-0.16;-0.434;1.45
-3.989;-4.805;14.458;15.749
-6.718;14.904;25.816;30.557
0.819;4.293;13.941;14.61
0.8;-1.597;8.779;8.958
1.154;0.577;10.474;10.553
1.202;0.366;9.42;9.504
1.221;-0.744;6.25;6.412
3.663;8.057;9.382;12.898
-6.498;10.527;6.844;14.138
-1.978;5.346;6.557;8.688
3.989;0.06;6.586;7.7
5.578;2.272;3.368;6.901
9.304;10.767;5.35;15.202
8.346;7.118;4.929;12.026
