x;y;z;a
-6.905;1.832;5.697;9.138
-4.338;-1.385;5.754;7.338
5.602;-9.046;-3.994;11.365
-18.417;-20.29;-9.242;28.919
-7.422;-8.165;-4.703;11.995
-8.476;-4.124;-3.324;9.995
-7.116;-10.081;-0.47;12.349
-0.603;-4.871;-1.677;5.187
0.966;-7.572;-3.822;8.537
7.268;-20.788;2.958;22.22
-30.158;-9.813;-12.135;33.957
-14.069;-2.821;-7.863;16.363
-8.686;-21.899;-9.626;25.45
-33.146;14.819;2.575;36.399
-12.287;-0.599;0.717;12.323
0.698;-8.989;-24.279;25.899
-27.956;-12.513;-9.108;31.955
-8.974;-0.102;12.918;15.73
-12.23;-8.434;-6.867;16.367
-5.468;-8.242;-12.939;16.287
-10.238;-10.502;-4.799;15.432
-8.418;-4.794;-0.987;9.738
-6.982;-6.614;1.023;9.672
-12.345;-7.687;-2.826;14.815
-7.231;-6.997;1.062;10.118
