x;y;z;a
5.793;-2.879;5.735;8.645
6.502;-5.79;5.103;10.091
5.621;-8.568;4.107;11.04
5.314;-6.154;6.367;10.327
5.889;-8.108;5.659;11.508
5.908;-5.35;2.402;8.324
6.387;-8.74;0.64;10.844
4.855;-6.231;2.517;8.29
3.878;-7.054;5.429;9.709
6.808;-5.982;4.184;9.982
5.238;-6.69;4.49;9.61
5.755;-5.848;5.448;9.849
3.993;-6.422;3.303;8.252
6.502;-7.438;3.494;10.479
5.104;-6.671;3.015;8.924
6.061;-8.012;5.218;11.32
6.789;-6.863;5.199;10.964
3.706;-6.614;3.992;8.568
5.257;-9.066;5.295;11.742
5.372;-6.671;3.877;9.402
4.184;-7.974;4.069;9.882
6.176;-8.702;4.548;11.6
1.675;-15.08;-1.964;15.299
8.073;-4.66;2.919;9.768
7.766;-1.71;4.356;9.067
