x;y;z;a
3.84;-10.043;-3.86;11.424
-4.702;-13.605;11.118;18.188
4.989;-3.453;0.544;6.092
6.368;-6.25;0.201;8.925
8.168;-8.146;1.713;11.662
6.176;-9.544;-1.351;11.448
7.153;-9.908;-3.764;12.787
6.31;-10.713;0.22;12.435
1.752;-4.871;6.827;8.568
4.031;-6.269;6.003;9.57
5.257;-6.786;5.122;9.996
5.774;-6.901;5.486;10.538
4.031;-6.346;6.003;9.621
5.353;-7.648;6.291;11.257
4.261;-7.093;6.444;10.488
7.881;-11.671;2.67;14.333
7.556;4.418;2.421;9.081
8.915;3.786;4.643;10.741
7.69;2.828;3.532;8.922
8.437;-6.001;3.513;10.933
8.781;-5.158;2.383;10.459
6.272;-6.25;2.364;9.164
6.023;-9.046;2.383;11.126
6.176;-7.591;2.364;10.067
-21.137;-19.026;-15.87;32.568
