x;y;z;a
-17.9;-18.853;-7.116;26.954
-4.166;4.552;5.026;7.959
1.235;-12.916;-4.32;13.675
3.533;-5.963;-0.776;6.974
1.828;-1.155;3.82;4.389
-7.02;-20.041;0.449;21.24
4.874;-4.411;3.494;7.444
0.66;-3.798;6.789;7.807
-5.851;-14.812;12.631;20.327
5.851;-1.155;5.467;8.09
7.038;6.391;4.72;10.614
1.848;-8.587;-1.447;8.902
1.426;-12.494;-3.458;13.042
1.081;-10.56;2.632;10.937
-6.33;-13.356;3.36;15.158
-5.124;-11.039;5.812;13.487
5.525;8.632;-1.791;10.404
-4.281;-31.074;-2.098;31.438
1.828;-5.12;1.713;5.7
-0.124;-25.538;-4.32;25.901
-2.174;-4.066;0.487;4.637
-0.144;-14.41;4.069;14.974
0.259;-7.533;6.157;9.733
0.411;-3.664;0.64;3.742
2.556;-9.544;31.076;32.609
