x;y;z;a
-9.338;-5.196;-4.741;11.691
-9.625;-3.3;-6.12;11.874
0.24;-8.338;-7.25;11.052
-17.651;4.648;-1.447;18.31
-4.108;-5.465;-1.811;7.073
-8.725;-8.299;-5.737;13.339
-10.429;-5.656;-0.508;11.875
-8.974;-4.181;-0.546;9.916
-5.047;-3.396;-3.381;6.96
-14.375;-4.239;-6.599;16.376
-5.986;-4.813;-3.324;8.37
-7.978;-7.763;-6.465;12.873
-8.227;-5.369;-3.822;10.542
-11.081;-2.572;-3.017;11.769
-9.702;-3.051;-1.274;10.25
-10.142;-1.557;-1.083;10.318
-7.326;-3.453;-1.964;8.334
-7.097;-4.488;-4.78;9.663
-8.591;-6.078;-2.941;10.927
-8.016;-5.56;-2.596;10.095
-8.112;-5.618;-3.266;10.394
-7.614;-6.135;-2.309;10.047
-8.418;-4.89;-2.5;10.052
-7.231;-7.323;-1.102;10.351
-7.211;-6.25;-0.776;9.574
