x;y;z;a
-2.533;11.112;-7.32;13.545
0.953;4.398;-2.35;5.077
0.943;12.922;-5.52;14.083
0.56;14.693;-0.195;14.705
4.372;9.426;7.668;12.913
1.92;5.749;6.164;8.645
-0.407;6.084;7.304;9.514
-0.896;9.378;6.93;11.695
5.521;6.783;4.402;9.791
3.788;7.032;3.32;8.65
4.353;4.197;7.486;9.623
6.124;6.476;5.867;10.671
4.573;2.598;9.459;10.822
3.979;1.362;8.281;9.288
5.866;1.171;8.166;10.122
6.297;0.185;8.012;10.192
5.866;0.012;8.884;10.646
8.212;1.18;6.988;10.847
3.874;3.536;6.49;8.344
4.343;2.933;7.878;9.462
8.576;-0.946;2.286;8.925
9.093;2.368;2.803;9.805
11.219;2.646;2.745;11.849
10.175;3.862;0.37;10.89
10.156;2.703;-1.382;10.6
