x;y;z;a
4.774;22.01;-4.121;22.896
11.822;8.363;-5.845;15.617
5.866;0.424;-0.109;5.882
2.686;10.738;6.174;12.674
3.874;9.033;4.392;10.766
0.943;8.66;7.601;11.561
5.837;-3.732;6.375;9.415
13.249;6.093;10.004;17.685
-1.968;12.491;2.458;12.881
1.039;3.556;-0.492;3.737
-3.778;8.344;-9.063;12.885
-2.141;6.362;-0.214;6.715
6.862;14.703;-6.908;17.635
-6.364;12.586;-10.509;17.589
5.54;5.461;-7.502;10.807
3.404;3.182;-5.271;7.035
28.151;3.556;2.525;28.487
19.79;-2.803;-4.495;20.487
-5.138;7.338;-7.741;11.84
-6.067;8.689;-4.715;11.599
-2.246;13.065;2.362;13.466
-3.06;-4.853;0.907;5.808
-6.689;4.982;0.629;8.365
-0.149;7.319;-0.224;7.324
0.167;15.124;-6.238;16.361
