x;y;z;a
3.846;-1.342;-1.110;4.222
7.466;-12.050;-5.784;15.310
9.477;-12.145;-2.930;15.681
7.887;-5.614;-2.355;9.963
9.113;-3.794;-3.447;10.456
9.707;-4.273;-2.853;10.983
9.477;-5.729;-3.658;11.662
7.198;-9.291;-1.187;11.813
3.923;-8.430;-0.192;9.300
5.014;-9.234;1.168;10.572
2.965;-9.426;1.858;10.055
-0.348;-10.402;0.057;10.408
0.609;-11.341;-0.268;11.361
0.571;-9.636;0.957;9.701
0.781;-11.762;0.479;11.798
0.130;-9.560;2.509;9.885
0.187;-10.383;3.333;10.907
-0.961;-8.353;4.961;9.763
-0.195;-8.755;6.091;10.668
-0.788;-9.042;5.056;10.390
-0.099;-8.008;6.244;10.156
-1.133;-8.027;5.286;9.678
-0.444;-8.353;6.225;10.427
-0.961;-8.410;5.650;10.178
0.590;-8.372;5.995;10.314
