x;y;z;a;index
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
6.0971;10.9978;1.8637;12.7122;52.0905
-3.2489;5.4438;7.7627;10.0224;43.5334
0.9831;8.2398;6.6907;10.6595;13.4115
2.4381;7.0338;3.9707;8.4371;13.8145
-3.6899;9.0448;1.0777;9.8278;15.5179
0.3511;9.3318;-0.5683;9.3557;16.1222
5.3691;10.3858;0.0627;11.6917;16.9297
3.1281;8.2018;0.1017;8.7787;17.2165
