x;y;z;a
4.127;-1.174;9.547;10.467
1.599;-1.385;9.719;9.946
3.207;1.487;10.045;10.649
4.759;-4.928;11.271;13.19
6.081;-2.955;3.705;7.709
1.464;-7.744;-2.673;8.322
3.552;-6.48;8.551;11.302
4.797;-2.802;8.206;9.909
5.18;-4.181;8.589;10.866
5.238;-3.626;8.953;10.988
5.238;-3.798;7.995;10.285
5.525;-3.492;7.478;9.932
5.372;-3.798;7.363;9.874
4.74;-3.932;9.011;10.914
5.563;-2.917;8.302;10.41
3.495;1.66;9.528;10.283
8.245;-12.935;-9.223;17.899
11.54;-2.304;-2.04;11.943
9.413;-3.013;2.594;10.218
3.38;-4.986;4.471;7.502
6.425;-7.15;2.556;9.947
4.836;-13.854;8.091;16.757
9.011;-6.729;-0.278;11.249
3.322;-2.898;-0.355;4.423
17.956;-20.29;-1.983;27.167
