x;y;z;a
2.767;-2.706;-6.752;7.783
0.105;-11.402;-0.432;11.411
4.395;-8.893;8.034;12.765
3.131;-15.003;-1.983;15.454
7.115;-6.69;-1.389;9.864
6.713;-9.353;5.448;12.737
4.184;-3.358;5.256;7.51
5.104;-4.756;1.1;7.062
3.476;-7.054;1.33;7.976
6.464;-9.621;3.283;12.047
5.046;-8.204;-0.527;9.646
5.774;-1.097;7.976;9.907
-0.507;-11.575;-3.171;12.012
-3.112;-11.211;-4.665;12.536
-3.783;-11.613;-4.703;13.088
-7.001;-6.231;-4.818;10.539
-6.809;-6.978;-2.385;10.037
-5.334;-10.272;-4.99;12.605
-3.745;-10.732;-0.872;11.4
1.292;-5.484;2.958;6.363
5.851;-9.621;-1.313;11.337
-0.986;-9.085;5.007;10.42
2.346;-8.797;3.82;9.873
3.342;-9.085;4.356;10.615
3.935;-7.016;4.854;9.395
