x;y;z;a
5.008;-2.4;3.264;6.441
-6.886;-4.507;-2.5;8.602
8.36;-17.743;-1.926;19.708
8.762;-10.636;1.943;13.916
-1.944;1.315;0.813;2.484
10.812;-7.035;-5.163;13.894
7.498;-13.05;2.192;15.209
-0.239;-7.227;4.433;8.482
9.739;-6.92;-0.661;11.965
4.625;1.679;4.969;6.993
7.364;2.847;5.812;9.803
7.709;2.043;6.214;10.11
7.9;2.33;5.352;9.822
6.732;2.943;4.682;8.712
6.923;-1.346;7.727;10.461
8.245;0.913;6.176;10.342
7.824;2.024;5.18;9.599
7.824;1.392;5.467;9.645
4.874;0.779;8.091;9.477
6.425;0.223;7.746;10.066
7.651;-7.246;2.517;10.834
8.571;-6.058;9.374;14.072
5.027;-3.683;5.39;8.239
5.736;-6.652;5.486;10.356
4.242;-7.533;5.333;10.158
